ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a State based table with the following filters applied: State(s) (All Years): All 50 + DC

State Name,State Name [State] 2018-19,Grades 1-8 Students [State] 2018-19,Grades 1-8 Students [State] 2017-18,Grades 1-8 Students [State] 2016-17,Grades 1-8 Students [State] 2015-16,Grades 1-8 Students [State] 2014-15,Grades 1-8 Students [State] 2013-14,Grades 1-8 Students [State] 2012-13,Grades 1-8 Students [State] 2011-12,Grade 8 Students [State] 2018-19,Grade 8 Students [State] 2017-18,Grade 8 Students [State] 2016-17,Grade 8 Students [State] 2015-16,Grade 8 Students [State] 2014-15,Grade 8 Students [State] 2013-14,Grade 8 Students [State] 2012-13,Grade 8 Students [State] 2011-12,Grade 7 Students [State] 2018-19,Grade 7 Students [State] 2017-18,Grade 7 Students [State] 2016-17,Grade 7 Students [State] 2015-16,Grade 7 Students [State] 2014-15,Grade 7 Students [State] 2013-14,Grade 7 Students [State] 2012-13,Grade 7 Students [State] 2011-12,Grade 6 Students [State] 2018-19,Grade 6 Students [State] 2017-18,Grade 6 Students [State] 2016-17,Grade 6 Students [State] 2015-16,Grade 6 Students [State] 2014-15,Grade 6 Students [State] 2013-14,Grade 6 Students [State] 2012-13,Grade 6 Students [State] 2011-12,Grade 5 Students [State] 2018-19,Grade 5 Students [State] 2017-18,Grade 5 Students [State] 2016-17,Grade 5 Students [State] 2015-16,Grade 5 Students [State] 2014-15,Grade 5 Students [State] 2013-14,Grade 5 Students [State] 2012-13,Grade 5 Students [State] 2011-12,Grade 4 Students [State] 2018-19,Grade 4 Students [State] 2017-18,Grade 4 Students [State] 2016-17,Grade 4 Students [State] 2015-16,Grade 4 Students [State] 2014-15,Grade 4 Students [State] 2013-14,Grade 4 Students [State] 2012-13,Grade 4 Students [State] 2011-12,Grade 3 Students [State] 2018-19,Grade 3 Students [State] 2017-18,Grade 3 Students [State] 2016-17,Grade 3 Students [State] 2015-16,Grade 3 Students [State] 2014-15,Grade 3 Students [State] 2013-14,Grade 3 Students [State] 2012-13,Grade 3 Students [State] 2011-12,Grade 2 Students [State] 2018-19,Grade 2 Students [State] 2017-18,Grade 2 Students [State] 2016-17,Grade 2 Students [State] 2015-16,Grade 2 Students [State] 2014-15,Grade 2 Students [State] 2013-14,Grade 2 Students [State] 2012-13,Grade 2 Students [State] 2011-12,Grade 1 Students [State] 2018-19,Grade 1 Students [State] 2017-18,Grade 1 Students [State] 2016-17,Grade 1 Students [State] 2015-16,Grade 1 Students [State] 2014-15,Grade 1 Students [State] 2013-14,Grade 1 Students [State] 2012-13,Grade 1 Students [State] 2011-12,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2018-19,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2017-18,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2016-17,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2015-16,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2014-15,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2013-14,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2012-13,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2011-12,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2018-19,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2017-18,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2016-17,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2015-16,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2014-15,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2013-14,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2012-13,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2011-12,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2018-19,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2017-18,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2016-17,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2015-16,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2014-15,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2013-14,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2012-13,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2011-12,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2018-19,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2017-18,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2016-17,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2015-16,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2014-15,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2013-14,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2012-13,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2011-12,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2018-19,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2017-18,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2016-17,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2015-16,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2014-15,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2013-14,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2012-13,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2011-12,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2018-19,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2017-18,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2016-17,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2015-16,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2014-15,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2013-14,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2012-13,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2011-12,Grades 9-12 Students [State] 2018-19,Grades 9-12 Students [State] 2017-18,Grades 9-12 Students [State] 2016-17,Grades 9-12 Students [State] 2015-16,Grades 9-12 Students [State] 2014-15,Grades 9-12 Students [State] 2013-14,Grades 9-12 Students [State] 2012-13,Grades 9-12 Students [State] 2011-12,Prekindergarten Students [State] 2018-19,Prekindergarten Students [State] 2017-18,Prekindergarten Students [State] 2016-17,Prekindergarten Students [State] 2015-16,Prekindergarten Students [State] 2014-15,Prekindergarten Students [State] 2013-14,Prekindergarten Students [State] 2012-13,Prekindergarten Students [State] 2011-12,Kindergarten Students [State] 2018-19,Kindergarten Students [State] 2017-18,Kindergarten Students [State] 2016-17,Kindergarten Students [State] 2015-16,Kindergarten Students [State] 2014-15,Kindergarten Students [State] 2013-14,Kindergarten Students [State] 2012-13,Kindergarten Students [State] 2011-12
NEW YORK,NEW YORK,1586468,1598299,1603446,1601015,1607983,1607001,1601541,1595807,197603,198879,200060,197997,200384,203267,200642,201190,199848,197715,197909,198693,198635,199676,202583,200192,202416,199743,197035,196373,198798,197036,198595,201429,201374,203385,200174,196821,197203,198824,196709,198007,199390,202149,203159,199866,197545,196988,198361,196082,196148,200783,202909,203473,201590,198174,199088,199611,195001,198490,202245,204628,206727,203908,199600,199594,194688,197155,199955,203164,207101,209128,205963,199702,72395150784,68948335706,67194753949,64011611140,62347204376,60120546474,58251601792,58096879827,28626,27255,25985,24717,23060,22271,21768,21683,15954,15307,14007,13153,12565,11933,11844,11668,11274,10781,10605,10319,9463,9122,8731,8552,1398,1168,1373,1245,1033,1216,1193,1463,27481,25929,25222,24054,22745,22000,21489,21480,811953,820564,818799,820402,827493,820326,825972,831712,66446,65558,65600,50430,57353,48968,48712,49569,189265,193045,194163,198024,200507,201930,202670,197458
NORTH CAROLINA,NORTH CAROLINA,954899,947063,947000,945647,941088,936407,928372,922516,117655,110297,118048,117902,119636,117965,115147,113238,120634,117127,109554,117741,117181,119049,117535,115038,123622,119927,116637,109215,116702,116654,118514,117223,123285,122997,119305,116032,108293,116515,116351,118534,121544,122866,122411,118617,115539,108034,116264,116325,117072,121228,122483,121971,118227,115962,107832,117034,115091,117037,120924,122451,122064,119088,116691,107431,115996,115584,117638,121718,123446,123140,120038,117693,16647813585,15806410681,15389536185,14432887945,13980856483,13311188617,13342008624,13060156676,10299,9758,9342,9109,8833,8573,8632,8696,2754,2624,2440,2396,2244,2204,2176,2226,6468,6076,5844,5654,5516,5326,5368,5225,1077,1058,1059,1059,1074,1042,1088,1246,10723,10175,9928,9342,9026,8695,8787,8661,463134,470877,468113,462874,454963,441263,438375,433801,19052,18734,18782,18565,31550,30978,30329,33603,113657,115064,114414,116324,119730,122209,121389,117944
NORTH DAKOTA,NORTH DAKOTA,70152,68980,67741,66827,65071,62651,60569,57946,8249,8243,7938,7735,7652,7352,7500,7436,8628,8307,8204,7962,7674,7598,7256,7326,8853,8575,8132,8104,7818,7471,7339,6887,8859,8746,8458,7993,7961,7536,7292,7029,8890,8781,8678,8435,7995,7824,7380,7028,8745,8876,8761,8669,8422,7857,7725,7229,8747,8713,8847,8873,8645,8405,7710,7490,9181,8739,8723,9056,8904,8608,8367,7521,1869273877,1826916607,1824683688,1879094117,1691299979,1517718804,1422121011,1280669198,16357,16108,16016,15694,14809,14449,13396,13281,5668,5526,5277,5193,4625,4393,4993,4843,8968,9048,9250,9069,8695,8553,6826,6696,1722,1534,1490,1431,1488,1502,1578,1742,16419,16323,16632,17296,15868,14601,14065,13115,31557,30889,30457,30675,30421,30420,30116,29758,2808,2778,2665,2213,2063,2054,1848,1706,9328,9273,8843,8929,9031,8822,8578,8236
OHIO,OHIO,1020266,1025908,1031694,1037775,1044724,1049020,1051867,1056888,128324,130481,131039,131692,134275,135042,133955,134219,130761,128323,130737,130900,132198,134269,135174,134468,131739,129831,126726,129497,129614,130755,133468,134459,129845,130839,128995,125870,129189,129598,130392,133152,127101,128118,129706,127995,125215,128668,129295,130406,126904,131207,132576,132853,131439,128124,129079,129674,122214,123921,127317,130308,131235,129681,128867,129983,123378,123188,124598,128660,131559,132883,131637,130527,26109228826,25025023289,24503674738,23319944933,23201835373,22275729074,22671054372,23186166052,15210,14914,14480,14539,14214,13627,13070,13153,7783,7563,7178,6891,6660,6497,6263,6073,6282,6279,6162,6526,6481,6036,5683,5823,1145,1072,1140,1122,1073,1094,1124,1256,15397,14683,14328,13585,13452,12920,13105,13325,511007,517145,519785,521595,519938,515611,518617,522804,40192,38310,36148,33118,31135,28477,27558,29015,124297,123036,122516,124097,129013,131003,131874,131323
OKLAHOMA,OKLAHOMA,410883,410149,409754,409036,405206,402398,397470,393563,48193,49462,49235,48858,48487,48583,47856,47321,50650,47950,49389,49410,48808,48751,48640,47869,52505,50368,47729,49466,49260,48587,48486,48469,52669,52257,50213,47601,49481,49276,48675,48456,52364,52385,52289,50354,47577,49603,49274,48690,51934,53565,53818,54005,52337,49975,49840,49523,50523,51834,53165,53560,53444,51556,50660,50090,52045,52328,53916,55782,55812,56067,54039,53145,7361191840,6505639661,6228822445,6328465251,6302177408,6219982931,5960692211,5748976006,10483,9455,9167,9049,9094,8918,8780,8801,4219,4004,3786,3635,3563,3468,3377,3282,5152,4434,4335,4374,4489,4411,4316,4328,1112,1018,1046,1041,1042,1039,1088,1192,10533,9359,8977,9134,9153,9122,8851,8631,193542,191296,189045,187118,184170,179811,176812,175383,41901,41727,41249,41660,42218,42770,42154,42145,52565,51920,52194,53462,55134,54923,55115,53053
OREGON,OREGON,359216,358476,356642,353184,349455,345775,342833,342570,44450,44375,43950,43067,43521,43522,43578,43653,45684,44151,44174,43495,42714,43202,43297,43428,46655,45378,43818,43782,43034,42449,42916,43193,46841,46542,45125,43427,43173,42752,42235,42885,45182,46543,46094,44558,42942,42858,42401,42072,43902,44827,45985,45603,44061,42649,42532,42463,43561,43504,44379,45461,45078,43602,42436,42474,42941,43156,43117,43791,44932,44741,43438,42402,9339749254,8430770123,7731995933,7297296624,6820088491,6282754918,6120542548,6178859587,15306,14620,13282,12799,12398,11679,10484,10863,6401,5905,5389,5122,4965,4738,4338,4427,7903,7721,6942,6699,6443,5983,5177,5347,1002,995,951,978,990,957,970,1089,16055,14519,13355,12660,11947,11079,10417,10874,180510,180324,180509,181598,179757,178595,178239,176898,27777,27330,–,–,30461,25902,23850,7262,42004,41884,41796,41625,41645,42728,42642,41478
PENNSYLVANIA,PENNSYLVANIA,1055088,1053403,1053049,1047793,1058258,1063310,1063403,1061733,134209,134845,133577,131505,135683,137287,136775,135598,135712,133276,134541,132565,132687,135962,137172,136390,136314,133628,131299,132022,132331,131345,134359,135198,135743,134805,132238,129637,132293,131917,130592,133069,131307,134060,133723,130671,129927,132216,131315,129845,128221,129812,132987,132179,131137,129889,131638,130624,127497,126616,128865,131450,132683,131275,129861,131128,126085,126361,125819,127764,131517,133419,131691,129881,33037839271,31818793304,30765985422,29492242654,28546370019,27470789628,26904491589,26596834720,19363,18724,18149,17405,16627,16013,15562,15134,10701,10280,9897,9675,9302,8996,8743,8474,7313,7143,7007,6544,6175,5915,5580,5417,1349,1301,1246,1187,1149,1102,1240,1243,19089,18426,17810,17172,16376,15651,15255,15015,544374,543865,543826,540546,549398,554067,557464,565203,9313,8498,7859,8201,8106,8499,10109,12887,121982,121043,122763,120874,127398,129360,129624,128804
RHODE ISLAND,RHODE ISLAND,85552,86254,86314,86796,86813,86006,84955,85516,10937,11052,10839,10945,10899,10293,9971,11146,11026,10853,11087,10859,10872,10864,10299,9930,11094,10913,10788,11005,10787,10865,10900,10222,11001,11119,10933,10792,10986,10751,10820,10841,10663,11003,11055,10900,10720,11037,10831,10827,10418,10583,10891,11013,10808,10676,10968,10799,10299,10434,10490,10799,10946,10697,10737,10989,10114,10297,10231,10483,10795,10823,10429,10762,2742159570,2647605717,2591927759,2505425134,2470306591,2400970829,2345057051,2317889163,18731,18334,18020,17504,17219,16810,16401,15947,9300,9146,9013,8909,8841,8751,8593,8500,8010,7888,7649,7247,6977,6669,6385,5925,1421,1299,1357,1348,1402,1390,1423,1522,19118,18521,18234,17642,17402,16907,16459,16226,44975,44212,43279,42871,42892,43270,44672,45195,2905,2477,2498,2450,2369,2242,2068,1979,10004,10006,10059,9897,9885,10490,10786,10164
SOUTH CAROLINA,SOUTH CAROLINA,474126,470810,466891,462710,457244,451301,444923,439773,58099,57033,56176,56150,57025,56762,55365,54243,59812,57857,56736,56000,55949,57070,56807,55250,62168,59112,57346,55958,55429,55267,56493,56312,61418,61389,58277,56268,55214,54512,54541,55713,60631,60890,60797,57740,55741,54672,54058,54157,57436,60334,60403,60325,57394,55331,54354,53730,57049,57012,60004,59994,60138,57286,55275,54373,57513,57183,57152,60275,60354,60401,58030,55995,10542408007,10174742490,9721717412,9146054800,8739542744,8449196433,8231823266,7956069788,14153,13501,12957,12367,11753,11588,11433,11058,5994,5705,5461,5294,5073,4962,4980,4811,6982,6618,6311,5901,5550,5489,5304,5048,1177,1179,1184,1172,1130,1137,1148,1198,13501,13086,12605,11979,11552,11331,11185,10941,224007,224093,223322,220780,216723,211835,208648,207797,27468,27006,25613,24654,24274,24295,23786,23551,55281,55598,55424,55389,58282,58226,58641,56065
SOUTH DAKOTA,SOUTH DAKOTA,85461,84765,83779,82347,81184,79488,78186,76158,10434,10104,9728,9549,9441,9531,9408,9139,10683,10516,10115,9750,9542,9384,9550,9367,11011,10677,10503,10024,9753,9499,9377,9437,10959,10921,10574,10362,9913,9621,9458,9207,10799,10966,10866,10460,10366,9842,9657,9364,10604,10655,10840,10811,10474,10310,9874,9531,10481,10494,10635,10809,10811,10446,10316,9787,10490,10432,10518,10582,10884,10855,10546,10326,1661533878,1669825602,1571669838,1485134689,1472049043,1363907354,1340137341,1302875317,12268,12011,11592,10889,10678,10321,10142,10179,6370,6204,6121,6079,5848,5662,5453,5365,4193,4144,3965,3311,3243,3201,3169,3127,1705,1663,1506,1499,1587,1459,1520,1687,11956,12116,11531,11062,11065,10420,10272,10177,38275,37945,37590,37242,37301,36639,37267,37487,3427,3393,3290,3112,2787,2865,3117,2996,11812,11720,11643,11552,11768,11898,11901,11375
TENNESSEE,TENNESSEE,607938,606537,605373,604802,606195,605311,603243,604964,75072,74150,73711,73899,74883,74909,74459,73725,77085,75058,74290,73805,74118,75070,75272,75373,78664,76941,74948,73959,73814,73970,75116,75908,78098,78681,77105,75058,74215,74124,74311,76079,75184,78085,78472,76904,75248,74401,74425,75146,74256,74844,77792,78550,77117,75382,74934,75220,74225,74145,74699,77501,78562,77373,75716,75660,75354,74633,74356,75126,78238,80082,79010,77853,11231507429,10877749305,10418227690,9755924735,9593054931,9468672907,9352109302,9295241155,10881,10558,10062,9585,9471,9384,9144,8983,4642,4452,4280,4057,4061,3928,3775,3658,5067,4942,4622,4429,4278,4349,4178,4061,1172,1164,1160,1099,1132,1107,1191,1264,11147,10856,10402,9744,9637,9530,9413,9298,291603,291569,293535,291841,288408,283888,281971,286944,32276,28379,27987,30352,25912,25756,27096,27982,75807,75482,74667,74240,74960,78601,81186,79803
TEXAS,TEXAS,3229947,3225092,3215536,3188705,3150946,3102385,3048599,3007882,405102,398662,392421,386627,388428,379786,366857,360279,406877,402512,396167,389561,383054,385527,377246,366149,417749,402634,398196,390566,383705,376623,380202,372846,417559,414412,400196,394152,388335,382945,376426,377729,412044,413843,411117,397085,390570,383586,378750,375756,395912,409998,412782,409407,396344,390023,382990,379421,387779,394381,408841,411307,408155,394449,389225,383411,386925,388650,395816,410000,412355,409446,396903,392291,67728085933,66171354263,64601315469,61451166461,57759884121,53515941929,50714696314,49991335813,12321,11709,11194,11120,10724,10357,9858,9906,6474,6096,5665,5400,5207,4924,4736,4576,4506,4378,4354,4547,4354,4294,3965,4068,1341,1235,1175,1174,1163,1140,1156,1262,12465,12251,12051,11591,11036,10384,9988,9997,1565028,1548389,1525178,1492452,1450441,1411436,1387513,1363618,264460,256222,248116,243496,241826,248150,250911,249524,374036,371638,372019,376824,390552,391731,390636,379446
UTAH,UTAH,413820,411612,407669,401436,394684,388573,381495,373611,51339,50627,49498,47904,46969,46409,45387,43971,52631,50841,50264,49132,47496,46821,46246,45097,53905,51951,50232,49581,48572,47161,46540,45951,53463,53368,51404,49546,49161,48483,46991,46198,52153,52970,52802,50918,49173,49041,48362,46758,50941,51635,52473,52149,50413,49048,48926,48039,50316,50429,51045,51884,51483,50197,48872,48768,49072,49791,49951,50322,51417,51413,50171,48829,6634115111,6279911230,5813156790,5424995061,5159274162,4962847910,4934014104,4790072802,9672,9091,8726,8408,8068,7843,7925,7871,3654,3321,3206,3114,2956,2876,3070,2964,5343,5088,4825,4593,4402,4274,4122,4121,675,681,696,701,709,693,733,786,9799,9397,8810,8374,8117,7935,8045,8162,197661,193167,188588,184303,178910,174129,169077,164296,16447,15904,15280,13838,13142,12373,12329,11972,49103,47591,48264,48293,48841,50386,50378,48953
VERMONT,VERMONT,48070,48445,48535,48722,49221,49575,50089,50525,6200,6131,6117,6173,6268,6332,6541,6646,5996,6240,6160,6115,6186,6296,6373,6552,6328,6040,6201,6088,6101,6163,6291,6283,6200,6265,6034,6191,6107,6108,6190,6304,5869,6236,6194,5975,6211,6159,6133,6158,5912,5848,6231,6206,5963,6254,6196,6165,5768,5871,5766,6198,6191,6017,6269,6185,5797,5814,5832,5776,6194,6246,6096,6232,1926771379,1875665595,1797465137,1735331391,1724282835,1684918015,1629270025,1568293930,20819,20212,19702,19627,20140,19237,18313,18288,716,747,765,788,789,785,725,721,18798,18179,17650,17534,18145,17281,16284,16148,1305,1286,1287,1304,1207,1171,1304,1420,22128,21308,20327,19750,19749,18998,18179,17443,24588,24976,25573,26002,26338,27233,27557,27762,8625,8818,8498,7279,5984,5667,5705,5559,5791,5789,5822,5863,5768,6215,6273,6062
VIRGINIA,VIRGINIA,773510,775408,773615,772414,771091,767349,759657,753846,96746,96881,95234,95221,95558,95778,93787,93361,97862,96633,96410,94579,94917,95076,95147,93366,99795,97617,95956,96016,94286,94524,94874,94863,99590,99548,97165,95387,95645,93994,93941,94316,96858,99305,99258,96851,95200,95625,94005,93770,94440,96946,99022,99241,97046,95384,95405,93829,94174,94166,96570,98697,99443,97162,95231,95322,94045,94312,94000,96422,98996,99806,97267,95019,17955756459,17162147035,16798809470,16028531535,15694821691,15224865262,15210958900,14730695437,13661,13195,12907,12408,12203,11814,11938,11654,7271,7082,6926,6678,6538,6324,6415,6152,5482,5261,5101,4906,4874,4698,4647,4424,907,852,879,824,791,792,876,1078,13926,13289,13052,12487,12258,11952,12020,11711,391050,391435,389330,386781,382598,377252,375975,376658,33790,33617,33281,33453,32839,33166,32852,31805,91017,91002,90800,90942,93758,96058,96935,95574
WASHINGTON,WASHINGTON,673398,673321,667327,656797,646445,637352,631305,627902,81949,81798,81039,79483,80391,79953,79272,78891,84022,82040,81390,79826,78386,79400,79371,78911,86626,83947,81483,80274,78875,77603,78966,79109,87113,86667,83639,80643,79697,78538,77331,78848,85656,87366,86114,82404,79721,78929,78244,77051,83204,85583,86566,85010,81257,79203,78723,77865,82836,83077,84872,85395,83986,80412,78904,78338,81992,82843,82224,83762,84132,83314,80494,78889,20393825868,18085664290,16007632144,15163087681,13531011587,12852815666,12086119223,12052898141,17269,15349,14209,13643,12673,12213,11546,11330,4337,4546,4300,4152,3976,3843,3747,3622,11977,9851,8937,8480,7732,7397,6808,6697,955,952,972,1011,966,973,991,1011,18148,16288,14530,13949,12603,12137,11492,11529,336909,340375,339349,336808,333318,328068,327134,327269,32092,15754,13933,13733,12663,11957,12466,12268,81337,80917,81102,79692,81212,81559,80789,78014
WEST VIRGINIA,WEST VIRGINIA,155501,157775,159595,162070,163654,163988,164805,165613,19577,19958,19931,20426,20501,20634,20521,20778,19451,19780,20208,20070,20611,20402,21052,20637,20152,19539,19936,20320,20216,20543,20623,21085,19996,20218,19608,20043,20356,20164,20698,20491,19573,20069,20324,19814,20196,20418,20181,20748,18879,19659,20178,20494,19964,20224,20483,20225,18837,19150,19840,20485,20720,20284,20459,20623,19036,19402,19570,20418,21090,21319,20788,21026,3581477777,3422956051,3487740735,3421900121,3530554657,3559182237,3310959637,3409104574,13503,12934,12877,12375,12577,12679,12519,12573,4438,4373,4400,4218,4052,4019,3794,3724,7534,7152,7000,6871,7232,7385,7382,7318,1531,1410,1476,1286,1293,1275,1343,1531,13365,12572,12736,12333,12595,12668,11698,12052,77552,78305,79442,80142,80543,79957,80673,80805,15479,16665,14949,15077,15253,15472,15781,15280,19444,19521,19869,20163,20860,21541,21785,21172
WISCONSIN,WISCONSIN,484608,486819,488983,489919,490627,491376,489324,487497,61966,62359,61432,61084,62034,62721,61857,61413,62194,61583,62172,61048,60800,61814,62310,61442,63276,61551,61265,61677,60844,60505,61369,61818,62329,62743,61207,60924,61459,60768,60253,60958,61157,61913,62408,60999,60795,61393,60670,60094,58744,60783,61750,62323,60885,60697,61243,60216,57706,58370,60524,61405,62312,60999,60585,60984,57236,57517,58225,60459,61498,62479,61037,60572,12897721043,12707693781,11876059371,11690832569,11407268840,11110861202,10722533589,10609035459,14788,14149,13409,13033,12850,12558,12390,12593,6482,6357,6244,6167,5987,5882,5846,5926,7318,6829,6201,5935,5898,5697,5569,5563,989,963,964,931,965,979,975,1103,15009,14763,13739,13472,13090,12707,12290,12280,261714,261916,262681,263896,264550,264739,265682,268295,56096,55186,55436,55907,55831,56777,55008,54438,56915,56832,57332,58078,60424,61522,62422,60875
WYOMING,WYOMING,58693,58757,58998,59453,58774,57628,56619,55666,7419,7086,7135,6902,6927,6867,6874,6796,7506,7373,7071,7191,6903,6884,6879,6840,7654,7449,7352,7155,7181,6804,6811,6833,7534,7604,7452,7451,7076,7131,6790,6747,7381,7537,7642,7551,7438,7086,7127,6790,7192,7411,7616,7839,7588,7410,7116,7115,7001,7179,7422,7704,7835,7609,7394,7104,7006,7118,7308,7660,7826,7837,7628,7441,1718339215,1729104112,1913258414,2020050580,1929789830,1764640953,1663326170,1655910864,19147,19320,20508,21569,20855,19214,18622,18527,7516,7102,7128,7851,7697,7521,7686,7414,10227,10983,12122,12414,11874,10466,9683,9492,1405,1236,1258,1305,1284,1227,1252,1620,18220,18344,20317,21327,20515,19136,18280,18485,27451,27361,26924,26914,26732,26449,26243,26042,705,671,664,509,564,514,540,518,7464,7469,7584,7841,7997,8141,8131,7873


Data Source: U.S. Department of Education National Center for Education Statistics Common Core of Data (CCD) "National Public Education Financial Survey (State Fiscal)" 2011-12 (FY 2012) v.1a  2012-13 (FY 2013) v.1a  2013-14 (FY 2014) v.1a  2014-15 (FY 2015) v.1a  2015-16 (FY 2016) v.1a  2016-17 (FY 2017) v.1a  2017-18 (FY 2018) v.2a  2018-19 (FY 2019) v.2a; "State Nonfiscal Public Elementary/Secondary Education Survey" 2011-12 v.1a  2012-13 v.1a  2013-14 v.1a  2016-17 v.1a  2017-18 v.1a  2018-19 v.1a  2022-23 v.1a; "State Nonfiscal Public Elementary/Secondary Education Survey Membership Data" 2014-15 v.1a  2015-16 v.1a.

† indicates that the data are not applicable.
– indicates that the data are missing.
‡ indicates that the data do not meet NCES data quality standards.
