ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a State based table with the following filters applied: State(s) (All Years): All 50 + DC

State Name,State Name [State] 2018-19,Grades 1-8 Students [State] 2018-19,Grades 1-8 Students [State] 2017-18,Grades 1-8 Students [State] 2016-17,Grades 1-8 Students [State] 2015-16,Grades 1-8 Students [State] 2014-15,Grades 1-8 Students [State] 2013-14,Grades 1-8 Students [State] 2012-13,Grades 1-8 Students [State] 2011-12,Grade 8 Students [State] 2018-19,Grade 8 Students [State] 2017-18,Grade 8 Students [State] 2016-17,Grade 8 Students [State] 2015-16,Grade 8 Students [State] 2014-15,Grade 8 Students [State] 2013-14,Grade 8 Students [State] 2012-13,Grade 8 Students [State] 2011-12,Grade 7 Students [State] 2018-19,Grade 7 Students [State] 2017-18,Grade 7 Students [State] 2016-17,Grade 7 Students [State] 2015-16,Grade 7 Students [State] 2014-15,Grade 7 Students [State] 2013-14,Grade 7 Students [State] 2012-13,Grade 7 Students [State] 2011-12,Grade 6 Students [State] 2018-19,Grade 6 Students [State] 2017-18,Grade 6 Students [State] 2016-17,Grade 6 Students [State] 2015-16,Grade 6 Students [State] 2014-15,Grade 6 Students [State] 2013-14,Grade 6 Students [State] 2012-13,Grade 6 Students [State] 2011-12,Grade 5 Students [State] 2018-19,Grade 5 Students [State] 2017-18,Grade 5 Students [State] 2016-17,Grade 5 Students [State] 2015-16,Grade 5 Students [State] 2014-15,Grade 5 Students [State] 2013-14,Grade 5 Students [State] 2012-13,Grade 5 Students [State] 2011-12,Grade 4 Students [State] 2018-19,Grade 4 Students [State] 2017-18,Grade 4 Students [State] 2016-17,Grade 4 Students [State] 2015-16,Grade 4 Students [State] 2014-15,Grade 4 Students [State] 2013-14,Grade 4 Students [State] 2012-13,Grade 4 Students [State] 2011-12,Grade 3 Students [State] 2018-19,Grade 3 Students [State] 2017-18,Grade 3 Students [State] 2016-17,Grade 3 Students [State] 2015-16,Grade 3 Students [State] 2014-15,Grade 3 Students [State] 2013-14,Grade 3 Students [State] 2012-13,Grade 3 Students [State] 2011-12,Grade 2 Students [State] 2018-19,Grade 2 Students [State] 2017-18,Grade 2 Students [State] 2016-17,Grade 2 Students [State] 2015-16,Grade 2 Students [State] 2014-15,Grade 2 Students [State] 2013-14,Grade 2 Students [State] 2012-13,Grade 2 Students [State] 2011-12,Grade 1 Students [State] 2018-19,Grade 1 Students [State] 2017-18,Grade 1 Students [State] 2016-17,Grade 1 Students [State] 2015-16,Grade 1 Students [State] 2014-15,Grade 1 Students [State] 2013-14,Grade 1 Students [State] 2012-13,Grade 1 Students [State] 2011-12,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2018-19,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2017-18,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2016-17,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2015-16,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2014-15,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2013-14,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2012-13,Total Expenditures (TE11+E4D+E7A1) [State Finance] 2011-12,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2018-19,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2017-18,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2016-17,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2015-16,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2014-15,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2013-14,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2012-13,Total Revenues (TR) per Pupil (MEMBR) [State Finance] 2011-12,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2018-19,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2017-18,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2016-17,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2015-16,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2014-15,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2013-14,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2012-13,Local Revenues (STR1+R2) per Pupil (MEMBR) [State Finance] 2011-12,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2018-19,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2017-18,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2016-17,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2015-16,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2014-15,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2013-14,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2012-13,State Revenues (R3) per Pupil (MEMBR) [State Finance] 2011-12,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2018-19,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2017-18,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2016-17,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2015-16,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2014-15,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2013-14,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2012-13,Federal Revenues (STR4) per Pupil (MEMBR) [State Finance] 2011-12,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2018-19,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2017-18,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2016-17,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2015-16,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2014-15,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2013-14,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2012-13,Total Expenditures (TE11+E4D+E7A1) per Pupil (MEMBR) [State Finance] 2011-12,Grades 9-12 Students [State] 2018-19,Grades 9-12 Students [State] 2017-18,Grades 9-12 Students [State] 2016-17,Grades 9-12 Students [State] 2015-16,Grades 9-12 Students [State] 2014-15,Grades 9-12 Students [State] 2013-14,Grades 9-12 Students [State] 2012-13,Grades 9-12 Students [State] 2011-12,Prekindergarten Students [State] 2018-19,Prekindergarten Students [State] 2017-18,Prekindergarten Students [State] 2016-17,Prekindergarten Students [State] 2015-16,Prekindergarten Students [State] 2014-15,Prekindergarten Students [State] 2013-14,Prekindergarten Students [State] 2012-13,Prekindergarten Students [State] 2011-12,Kindergarten Students [State] 2018-19,Kindergarten Students [State] 2017-18,Kindergarten Students [State] 2016-17,Kindergarten Students [State] 2015-16,Kindergarten Students [State] 2014-15,Kindergarten Students [State] 2013-14,Kindergarten Students [State] 2012-13,Kindergarten Students [State] 2011-12
GEORGIA,GEORGIA,1070645,1072482,1071088,1067899,1063066,1051792,1040200,1032525,133836,132514,130777,131509,133128,131295,128432,126785,136147,132993,131833,129945,130731,131967,130458,127664,139270,135448,132118,130543,128994,129456,130803,130164,138773,139160,135225,131777,129908,128527,129054,131075,135717,138249,137963,134343,131377,129329,128538,128827,131168,135911,138526,137678,134081,131114,129257,128647,128043,130015,134827,137584,136841,133003,130176,128319,127691,128192,129819,134520,138006,137101,133482,131044,22214681641,21331280568,20344480236,19355862945,18651390093,17814900892,17433263063,17465094568,12766,12147,11587,11164,10761,10377,10270,10457,5783,5397,5146,4983,4814,4705,4702,4846,5865,5683,5350,5118,4864,4593,4474,4471,1118,1067,1091,1063,1083,1078,1094,1140,12571,12061,11531,11015,10692,10334,10235,10365,521741,522034,518772,513865,501605,490032,481043,473766,49315,47726,47430,46685,46150,45427,45252,45353,125501,126400,127056,128788,133616,136658,136837,133372
HAWAII,HAWAII,114066,114120,114606,114924,117974,116670,114462,112565,13387,13226,13091,13129,12587,13228,12791,12783,14238,13996,13867,13781,13761,13090,13772,13274,14758,14425,14416,14257,14120,13952,13315,13919,15372,15308,15027,15041,14732,14631,14383,13598,11885,15443,15459,15196,15221,14810,14572,14353,15041,11986,15701,15747,15394,15269,14810,14672,14723,14981,12009,15865,15994,15419,15264,14810,14662,14755,15036,11908,16165,16271,15555,15156,3214009296,3070858026,2778687684,2733092136,2521003016,2504143961,2331160360,2431421869,17237,18095,15666,16656,14803,14434,12621,13875,362,336,319,324,323,295,314,301,15227,16263,13959,14897,13058,12603,10625,11829,1648,1496,1389,1435,1422,1536,1682,1744,17730,16981,15305,15017,13823,13404,12617,13308,50750,50385,50216,50219,50925,50806,51069,51598,1580,1582,1648,1586,1489,1577,1509,1492,14432,14316,14652,14860,11661,17561,17497,16827
IDAHO,IDAHO,191640,186971,184940,182320,181354,181856,177111,174825,24686,23414,22818,22350,22407,21991,21670,21172,24580,24005,23167,22444,22401,22416,21963,21765,25028,23732,23563,22696,22236,22093,22304,21765,24779,24147,23209,23056,22468,22268,22000,21818,23882,24003,23765,22812,22799,22803,21884,21835,23232,23146,23592,23393,22702,23118,22247,21845,22860,22376,22724,23183,23175,23213,22508,22068,22593,22148,22102,22386,23166,23954,22535,22557,2900116082,2705904719,2560406465,2429358127,2232772441,2164844647,2128509545,2052294977,9371,9066,8665,8258,7858,7364,7386,7369,2266,2145,2072,1988,1915,1819,1774,1716,6213,6048,5743,5393,5096,4715,4730,4655,891,873,850,877,847,830,882,997,9339,8984,8615,8312,7676,7302,7473,7333,93603,90256,88576,86334,85232,87143,82631,81809,3488,2845,2536,2549,2597,4081,2683,1338,21790,21111,21085,20988,21509,23396,22409,21901
ILLINOIS,ILLINOIS,1153349,1173222,1188945,1198970,1209886,1219389,1219411,1226944,148692,151180,150595,150193,153054,154578,152505,153828,148919,149227,151688,150968,150777,153920,155078,153362,151288,149568,149824,152526,152122,152129,154031,155517,148423,151331,149356,149167,151941,151364,151508,153769,144053,148792,151903,149373,149399,152779,151409,151870,140561,145553,150449,153015,151154,151750,154232,153362,137036,139991,144613,149112,151850,149990,150336,153299,134377,137580,140517,144616,149589,152879,150312,151937,36424722323,35401893578,34588140119,32479656182,31806819862,30501282627,28921291192,28197052306,18835,18635,17506,13569,13329,13189,12972,14005,10386,9994,9600,9151,8910,8642,8475,8343,7270,7485,6765,3275,3314,3432,3380,4507,1179,1155,1141,1142,1105,1115,1116,1156,18412,17688,17066,15908,15527,14768,13957,13540,612134,616176,618016,619292,621275,621531,624679,629941,87063,83664,85018,87589,79349,80953,81475,80723,129746,132075,134735,135924,139729,145117,147315,145489
INDIANA,INDIANA,629694,629920,628775,628889,633508,634763,635245,636899,79395,80163,78029,79198,82669,80754,79908,79586,80300,78616,79373,77468,79148,82656,80959,79945,80898,79338,77690,78657,76909,78726,82158,80259,80755,80201,78511,76908,78180,76451,78450,81987,78556,80111,78034,77751,75552,77584,75678,78627,77206,78722,82108,80675,80265,78508,80476,77866,75704,76468,77930,79586,79864,78613,77465,79264,76880,76301,77100,78646,80921,81471,80151,79365,12608077258,12179743075,11866553709,11669048944,11452708075,11234680358,11190694807,11412416413,12806,12592,11388,11882,11568,11513,11416,11473,3871,3761,3707,4327,4137,4106,4030,4113,7965,7864,6753,6601,6487,6458,6390,6256,970,967,928,954,945,949,996,1104,11943,11554,11306,11148,10946,10726,10746,10965,328299,325521,323736,321313,316465,316350,316329,316160,20236,19198,18882,18529,16206,14586,9114,9540,75767,77944,76874,77044,78861,80611,80681,78166
IOWA,IOWA,295274,294971,295181,293017,290642,288638,285931,283035,37395,36491,36538,35965,35827,36238,35694,35498,38074,37138,36351,36331,35681,35666,36058,35470,38276,37618,36738,35935,35801,35371,35469,35509,38258,38071,37284,36297,35689,35606,35142,35116,36936,37980,37830,37030,36072,35617,35492,34951,36217,36683,37862,37526,36755,36026,35455,35320,35067,36056,36578,37574,37396,36717,35891,35364,35051,34934,36000,36359,37421,37397,36730,35807,7221196836,6966570682,6809986527,6722070057,6535027279,6311904701,6085189707,6021744349,14126,13772,13543,13106,12791,12359,12070,12179,5662,5447,5246,5100,5001,4953,4885,5710,7451,7332,7321,7053,6849,6468,6239,5407,1013,993,976,953,942,938,946,1062,14026,13611,13357,13232,12933,12549,12175,12144,149096,148132,147165,146808,145862,145011,144784,145718,31233,30454,29307,28971,28884,28075,27729,26930,39230,38293,38178,39218,39923,41240,41381,40187
KANSAS,KANSAS,292843,293593,293687,293540,294230,294099,288797,287355,36320,36269,35948,35694,36140,36457,35447,35291,36814,36210,36120,36127,35848,36412,35963,35455,37633,36808,36066,36086,36184,35907,35962,35816,37732,37715,36894,36240,36396,36536,35546,35992,36878,37687,37692,36928,36435,36435,36167,35608,36400,36888,37498,37740,37138,36669,36009,36215,35528,36462,36794,37629,37885,37280,36399,36180,35538,35554,36675,37096,38204,38403,37304,36798,6913153851,6648092451,6279467277,6285437510,6341693523,6115312588,5727344990,5759773414,13938,13533,12833,12700,12519,12217,11996,11924,3893,3718,3591,3609,3352,4436,4365,4324,8896,8761,8154,8019,8047,6644,6604,6602,1148,1054,1088,1071,1120,1137,1027,998,13889,13374,12703,12675,12753,12318,11711,11849,142993,142569,141881,141615,140324,138847,137855,137455,22764,21281,19302,18773,19104,18746,18475,18110,35361,35661,35750,36975,37524,38534,38379,37557
KENTUCKY,KENTUCKY,401219,407988,409089,410676,412196,405262,410084,407678,50146,50293,50098,49774,51246,50203,50259,50043,50962,50249,50148,50251,49913,50519,51154,50194,52468,51102,50186,50182,50333,49134,51550,51087,52254,52669,51290,50218,50433,49779,49999,51330,51309,52328,52487,51339,50300,49770,50583,49894,49100,51350,52291,52853,51771,49972,51215,51309,48846,49479,51602,52609,53439,51484,51296,51269,46134,50518,50987,53450,54761,54401,54028,52552,8698152742,8540572475,7878382218,7725200571,7424342812,7244212618,7350747590,7394709462,12764,12422,11378,11120,10824,10536,10393,10391,4294,4085,3861,3740,3636,3567,3454,3334,7060,6989,6184,6087,5944,5735,5661,5633,1410,1348,1334,1293,1244,1235,1278,1424,12833,12542,11518,11251,10781,10694,10728,10843,198082,198841,198579,198820,196733,192256,193961,193392,28465,29493,26902,27144,27345,27142,26753,28107,49445,44058,48888,49463,51876,52267,53875,52325
LOUISIANA,LOUISIANA,430397,433598,435129,437974,437690,436614,436675,433343,51853,52222,51612,52480,52835,54842,52507,52289,53415,52928,52937,52224,53302,53196,54528,51739,55540,53698,53103,53482,52311,53268,53866,55279,54938,55456,53558,53105,53366,50511,51799,51709,54802,55835,56267,54294,54030,56770,57434,58304,52955,55396,56546,57021,54758,53429,53691,53607,52717,53478,56039,57548,57663,55212,54765,54202,54177,54585,55067,57820,59425,59386,58085,56214,9171373400,9036863226,8983530277,8776666047,8971748091,8631659244,8326654050,8457692296,13239,12772,12495,12425,12454,12275,11872,11959,5792,5649,5414,5441,5223,5066,4933,4764,5779,5510,5449,5404,5406,5333,5137,5122,1667,1613,1632,1581,1825,1877,1801,2074,12885,12637,12542,12212,12516,12132,11713,12024,200196,200976,200087,198577,194791,188181,186111,184588,28164,27491,27974,28444,28200,29319,29426,29422,53026,53070,53103,53716,56119,57377,58691,56037
MAINE,MAINE,106134,106734,106851,107109,107797,108616,109307,111354,13880,13796,13500,13544,13805,13975,14127,14584,13705,13852,13724,13452,13541,13842,13978,14317,13772,13513,13630,13517,13368,13469,13778,14038,13508,13727,13424,13553,13527,13371,13427,13885,13358,13343,13561,13311,13488,13550,13345,13533,12778,13246,13249,13500,13332,13493,13628,13457,12615,12688,13102,13175,13473,13354,13575,13714,12518,12569,12661,13057,13263,13562,13449,13826,3118144139,2953371108,2838336772,2736938060,2680791402,2600758921,2529404688,2536202262,16767,16020,15624,15471,15071,14517,13917,13527,9135,8650,8485,8292,8080,7683,7301,6880,6557,6310,6057,6092,5931,5805,5557,5410,1075,1061,1081,1088,1061,1028,1059,1237,17279,16365,15724,15070,14761,14135,13618,13421,55611,55536,55574,56273,56361,56924,57815,58923,5880,5617,5437,5396,5038,5004,4890,5048,12836,12586,12650,12835,13274,13451,13727,13644
MARYLAND,MARYLAND,540557,539324,535023,530541,523857,515221,506235,500639,65674,65372,64522,63777,61747,62322,60908,61917,67240,65571,65081,64267,63669,61662,62159,60895,69142,67059,65026,64639,64114,63243,61120,61901,70427,69515,67087,65339,64704,63817,63204,61111,68942,70330,69182,66910,65382,64629,63703,63118,67029,68516,69776,68779,66621,64855,64272,63421,66637,66879,68059,69319,68555,66320,64595,63976,65466,66082,66290,67511,69065,68373,66274,64300,15800060793,15351665397,14669628435,14098517872,13912214102,13683735242,13284124193,13204777341,18042,17886,16977,16395,16605,15987,16054,16093,9281,9371,8540,8235,8442,7988,7998,8084,7750,7564,7476,7202,7223,7054,7089,7003,1012,951,961,957,939,945,967,1006,17618,17178,16553,16028,15909,15798,15453,15461,261542,259893,255781,253096,254072,253589,256836,259870,30950,30422,30945,31034,30385,29811,29671,28850,63778,64045,64472,64930,66200,67548,66896,64727
MASSACHUSETTS,MASSACHUSETTS,566971,569191,570604,571237,569677,569089,568277,569243,72031,72860,72576,72176,72190,72116,72048,72758,72356,71705,72454,72110,71235,72050,72012,71950,73431,71892,71121,71709,71442,70948,71588,71483,73146,73012,71399,70766,71175,71179,70826,71355,70827,72620,72481,70892,69922,70862,70952,70404,68975,70416,72167,72032,70470,69700,70673,70826,68438,68491,70079,71771,71669,70323,69549,70561,67767,68195,68327,69781,71574,71911,70629,69906,19326042550,18530321930,17909571167,17133936148,16695929975,16174408689,15799035892,15572301642,19736,18994,19101,18633,18108,17591,17215,16610,11062,10706,10880,10658,10010,9741,9447,8988,7747,7359,7257,7042,7153,6903,6787,6510,927,929,964,934,945,948,981,1111,20083,19207,18568,17773,17467,16923,16547,16334,296133,296376,295336,294897,288934,287478,287506,287055,30416,30684,29633,29297,28375,28189,28245,28116,66048,66122,66249,66142,67670,69853,69669,67956
MICHIGAN,MICHIGAN,863740,874130,880590,887682,898924,910594,914737,920586,111709,114521,113678,113640,116804,118440,117640,118628,112790,111842,114603,113362,113839,117440,118538,117802,112656,112397,110994,113735,112413,113458,116465,117691,108051,112263,111760,110266,113435,112175,112720,115681,105365,107959,111742,111267,110135,113420,112068,112465,103710,105399,107885,111558,111321,110437,113332,111984,104753,103930,105309,107793,111952,111901,110939,113884,104706,105819,104619,106061,109025,113323,113035,112451,20996065555,20443703956,19612463243,19310076062,19026759462,18613860835,18665271411,19056798657,14320,13797,13190,12912,12649,12192,11979,11917,4577,4320,4059,3995,3876,3808,3776,3826,8549,8322,7997,7770,7612,7239,7033,6800,1194,1155,1135,1147,1161,1145,1170,1291,13958,13482,12830,12570,12372,12018,12001,12111,471557,477301,479976,482540,484956,487518,492272,500042,47069,44258,48416,48961,44607,40660,36769,37020,117694,116636,115715,113090,105582,106166,107986,107852
MINNESOTA,MINNESOTA,526943,527673,524829,519641,514730,509390,502923,496843,66278,66428,64856,63075,63805,62899,62335,61574,67223,66152,66005,64340,62775,63552,62627,62032,67902,66560,65048,65105,63366,61871,62547,61580,67389,67694,65921,64272,64267,62900,61355,61972,65826,67226,67087,65362,63781,63979,62523,60917,64817,65710,66846,66596,64843,63654,63659,62311,63580,64385,65247,66206,66117,64575,63357,63340,63928,63518,63819,64685,65776,65960,64520,63117,14933696732,14571372952,14127455587,13293412939,12366443992,11618156460,11214812666,10938011916,16198,15418,15133,14722,14213,13620,13267,13087,4654,4311,4269,4055,3911,3295,3871,3747,10671,10261,10014,9841,9486,9508,8556,8389,873,847,850,826,816,817,840,950,16793,16466,16145,15379,14426,13653,13266,13026,273595,270468,267937,265709,263074,261409,262041,264194,24466,22692,18960,15443,14977,14556,14695,14568,64300,64111,63295,63591,64454,65618,65745,64133
MISSISSIPPI,MISSISSIPPI,291480,295734,298563,301491,303333,304829,304011,303072,35113,35613,35049,35922,36791,37896,36745,36071,35770,35864,36223,35796,36743,37516,39034,37689,38537,35783,35947,36109,35900,37018,37646,38800,38493,38842,35963,36150,36471,36118,37336,37983,37272,38880,39282,36092,36620,36959,36663,37715,35549,37952,39728,40845,38084,37301,37735,37067,34916,36409,38922,40341,41014,39096,38001,38456,35830,36391,37449,40236,41710,42925,40851,39291,4779069898,4647766055,4673531906,4565341083,4415412218,4382577765,4290455960,4341017884,10396,9984,9838,9673,9269,8994,8903,9052,3777,3572,3445,3300,3164,3088,2986,2956,5170,5035,5000,4953,4736,4556,4484,4475,1450,1377,1393,1420,1370,1351,1433,1621,10140,9717,9673,9371,8994,8897,8691,8848,130697,133244,134814,135375,134857,132568,133809,134158,6404,5732,5361,4867,4409,4329,4026,3842,35172,35988,36652,37573,40543,41948,43208,41048
MISSOURI,MISSOURI,547898,549633,549447,549399,548958,547877,546068,545581,68048,67733,67278,67126,67879,68401,68057,68413,69294,68224,67834,67466,67151,68077,68605,68122,71106,69214,68141,67681,67247,67026,67959,68500,70803,71042,69159,68220,67763,67344,67269,68154,69139,70749,70736,69134,68210,67908,67493,67274,67344,69041,70499,70544,69073,68316,68043,67473,66178,67231,68602,70334,70752,69250,68570,68320,65986,66399,67198,68894,70883,71555,70072,69325,11935056348,11516658194,11189560701,11040541618,10829315433,10581630305,10287818027,10173456177,13297,12899,12552,12127,11906,11380,11234,11152,7952,7706,7358,7082,6964,6666,6538,6450,4303,4164,4097,3999,3874,3708,3685,3574,1041,1028,1096,1046,1068,1006,1010,1128,13066,12580,12228,12011,11799,11523,11208,11099,265980,266775,267733,269349,268921,269227,270370,271208,33721,33054,31808,33360,31153,30339,29684,29931,65842,66010,66052,67126,68753,70845,71778,69864
MONTANA,MONTANA,92366,92052,91593,90837,89805,88513,87789,86553,11167,11207,11044,10967,10807,10635,10895,10773,11841,11239,11227,10974,10942,10876,10624,10842,11742,11804,11186,11175,10884,10898,10842,10566,12063,11721,11764,11120,11104,10848,10822,10780,11677,11971,11687,11659,11044,11028,10861,10739,11189,11559,11990,11583,11578,11047,11036,10825,11371,11144,11546,11833,11545,11570,11031,11015,11316,11407,11149,11526,11901,11611,11678,11013,2172688871,2067730895,1908339486,1870966270,1806321928,1731562950,1665435466,1654625354,13740,12907,12579,12259,12491,11956,11601,11400,6060,5667,5111,4860,4995,4757,4529,4456,5884,5602,5925,5854,5977,5776,5580,5411,1795,1639,1543,1546,1518,1423,1492,1534,14597,13833,13037,12875,12498,12014,11654,11624,42487,43399,42038,41822,41816,42138,42089,42624,2114,2321,1066,1158,1229,1440,1321,1475,11877,11702,11678,11502,11682,12038,11709,11697
NEBRASKA,NEBRASKA,188312,188086,187301,185325,183467,180640,179506,176802,23529,23722,23178,22656,22374,22089,21438,21115,23847,23357,23607,23003,22707,22229,21893,21243,22629,23661,23168,23294,22790,22441,21998,21738,24250,22553,23525,23028,23277,22644,22370,21949,24243,24169,22378,23366,22921,23097,22583,22279,23661,24173,24026,22229,23394,22911,23057,22428,22965,23559,24019,23914,22112,23249,22836,23099,23188,22892,23400,23835,23892,21980,23331,22951,4765792178,4745649428,4844039395,4603453115,4348145739,4061767470,3968148755,3795270618,14276,14308,14005,13769,13333,12776,12523,13103,8616,8607,8366,8074,7915,7598,7329,7809,4602,4639,4545,4550,4320,4171,4012,4049,1057,1061,1094,1145,1098,1007,1182,1245,14601,14658,15176,14567,13908,13201,13074,13160,96270,94935,93143,91650,89964,88555,88073,87792,18483,17513,16467,15665,15253,14457,13831,12907,23327,23232,22283,23374,23951,24025,22095,23795
NEVADA,NEVADA,301550,298983,293071,289732,284442,278662,273430,270807,37603,36389,35895,35802,35318,34541,34192,33745,38549,37216,35778,35360,35066,34886,34373,34177,39776,38004,36417,35184,34618,34478,34364,33911,39022,39062,36922,35630,34311,33863,33787,34001,37300,38624,38160,36474,34993,33827,33462,33608,36711,36959,37853,37745,35669,34491,33557,33316,36474,36375,36178,37483,37305,35414,34266,33644,36115,36354,35868,36054,37162,37162,35429,34405,5656679960,5309550720,4987379527,4518144078,4260789315,4098507808,4031661065,4164339234,11194,10721,10384,10017,9848,9609,9290,9412,6429,5989,5687,5558,5409,5265,5253,5362,3778,3818,3758,3568,3532,3453,3135,3108,987,914,939,891,907,891,902,941,11482,10930,10528,9664,9279,9071,9046,9472,142757,141950,139723,136906,134640,132564,131953,130252,11598,8908,5426,5554,5230,4707,4599,4408,35834,35083,34626,34495,33942,35073,35008,33502
NEW HAMPSHIRE,NEW HAMPSHIRE,106048,107331,108207,109370,110626,111854,113017,114489,13916,14223,14167,14319,14423,14690,14784,15164,13936,13895,14186,14103,14371,14378,14705,14850,13811,13801,13771,14064,14007,14265,14284,14607,13524,13694,13747,13633,14018,13962,14253,14237,13140,13456,13644,13639,13590,13953,13907,14190,12570,13003,13325,13470,13576,13563,13861,13902,12729,12514,12907,13195,13422,13519,13531,13859,12422,12745,12460,12947,13219,13524,13692,13680,3306650843,3192776494,3082887458,3019784310,2937340494,2855573523,2777539432,2856080175,18760,17806,17316,16752,16205,15810,15216,14928,12037,11286,10787,10288,9887,9545,8947,8567,5773,5577,5569,5510,5417,5395,5399,5377,949,943,961,954,900,870,870,985,18940,17794,17043,16554,15906,15327,14698,14883,56515,56773,57280,58107,58807,59377,60805,62268,4222,3907,3965,3743,3639,3464,3260,3228,11695,11419,11430,11192,11580,11615,11892,11915
NEW JERSEY,NEW JERSEY,782778,788743,794477,790025,792613,792008,788168,783107,99399,100919,100200,98128,99751,99950,100052,98968,100630,99191,100625,99545,98426,99801,99624,99004,101591,99986,98545,99398,99038,97952,98744,97384,99412,100606,99427,97570,99037,98388,97328,98000,98229,99443,101704,98565,97428,98832,98152,96459,95290,98425,100139,100429,98760,97686,98305,97569,94163,95253,98025,99079,100517,98842,97499,98784,94064,94920,95812,97311,99656,100557,98464,96939,32227287985,30784567631,29839108411,29093256881,28420890476,27357380089,27096459226,26131462331,23609,22320,21531,21061,20410,19969,19740,19603,12123,11724,11470,11186,10998,10995,10822,10805,10513,9677,9161,8990,8561,8117,8055,7747,974,919,900,885,850,857,863,1051,23018,21862,21156,20650,20292,19965,19747,19265,402417,402894,402880,402208,401874,399391,400875,394133,63364,64351,62149,63284,55106,36024,35128,36581,89638,91077,91197,91870,92560,92017,94830,90955
NEW MEXICO,NEW MEXICO,200775,202441,204676,205691,206441,206295,205807,204875,25260,24828,24901,24957,25272,25062,25177,24436,25519,25304,24973,24897,25207,25543,25135,25223,26129,25343,25409,24986,24954,25284,25490,25270,26292,26248,25692,25532,25351,25275,25573,25786,25740,26363,26358,25681,25641,25597,25474,25703,24289,25880,26528,26449,25900,25779,25818,25639,23835,24309,26112,26702,26922,26251,26208,26175,23711,24166,24703,26487,27194,27504,26932,26643,3977268378,3850922811,3901216625,3879349734,3854179610,3727787031,3523693152,3559706404,12358,12070,11966,11878,11713,11141,10925,10710,2239,2198,2107,1927,1933,1851,1767,1826,8503,8256,8108,8320,8142,7798,7497,7282,1616,1615,1752,1631,1638,1492,1661,1602,11925,11518,11602,11556,11324,10989,10418,10556,99214,98506,99856,96798,99260,97716,97242,97744,10174,9689,7430,8509,8004,7865,7509,7652,23374,23709,24301,24696,26660,27368,27662,26954
